Molecule ChEMBL ID,Smiles,Standard Value,Standard Units,pIC50,Mol,MolWt,LogP,TPSA,HBD,HBA,RotBonds
CHEMBL443087,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N2CCCS2(=O)=O)c1)c1ccccc1,1774.0,nM,5.75,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D07B0>,590.7460000000003,3.1715000000000018,127.84,4,6,12
CHEMBL3763815,COc1ccc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(OCc3ccccc3)cc2)cc1,2280.0,nM,5.64,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0820>,412.4850000000001,6.0118000000000045,55.760000000000005,1,4,9
CHEMBL2048060,CC1(C)OCc2ccc(CN[C@H]3CS(=O)(=O)C[C@@H](Cc4cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c4)[C@@H]3O)cc21,130.0,nM,6.89,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0890>,614.5800000000003,4.151600000000003,110.88000000000001,3,7,7
CHEMBL2047915,CCCOc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)ccc1N,45.0,nM,7.35,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0900>,474.6670000000002,3.461500000000001,101.65,3,6,8
CHEMBL2048037,CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(N)c(OCC(F)(F)F)c3)[C@@H]2O)c1,36.0,nM,7.44,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0970>,514.6100000000002,3.6138000000000012,101.65,3,6,7
CHEMBL4064708,COCCCNCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F,53.0,nM,7.28,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D09E0>,343.443,2.7577,59.64,2,5,7
CHEMBL449938,CCn1nnc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(C(F)(F)F)c3)cc21,34.0,nM,7.47,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0A50>,594.6380000000004,4.088600000000002,112.38000000000001,3,6,11
CHEMBL448939,CCn1c(=O)[nH]c2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(OC)c3)cc21,420.0,nM,6.38,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0AC0>,571.6780000000001,2.976700000000001,128.69,4,6,12
CHEMBL2349488,CC1(C)Cc2ccc(-c3cncc(Cl)c3)cc2C2(CSC(N)=N2)C1,1994.0,nM,5.7,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0B30>,357.91000000000014,4.631200000000004,51.269999999999996,1,4,1
CHEMBL2349486,CC(=O)N1CCC(CN2C(=O)C3(CC(C)(C)Oc4ccc(-c5cccc(Cl)c5)cc43)N=C2N)CC1,22.0,nM,7.66,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0BA0>,495.0230000000002,4.1788000000000025,88.23,1,5,3
CHEMBL507571,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(CC3CC3)C2=O)c1,10.0,nM,8.0,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0C10>,584.7080000000001,3.447820000000002,101.97999999999999,3,5,13
CHEMBL3236215,O=C(NCc1cccc(F)c1)c1c[nH]c2ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc2c1=O,1850.0,nM,5.73,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0C80>,519.4760000000001,4.416800000000003,108.13,3,4,6
CHEMBL202015,CN(c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(O)Cc2ccccc2)c1)S(C)(=O)=O,5500.0,nM,5.26,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0CF0>,551.7090000000003,2.812500000000001,118.97,4,6,13
CHEMBL4289410,c1ccc(-c2ccc(NCCCN3CCCCC3)c(OCCN3CCCCC3)c2)c(CN2CCOCC2)c1,2800.0,nM,5.55,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0D60>,520.7620000000005,5.338400000000005,40.21000000000001,1,6,12
CHEMBL231864,CCCCS(=O)(=O)CC(NC(=O)OCCC#N)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,8.0,nM,8.1,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0DD0>,622.7349999999999,2.928580000000002,157.61999999999998,4,8,18
CHEMBL394271,CCCCS(=O)(=O)C[C@@H](NC(=O)c1ccncc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,5.0,nM,8.3,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0E40>,630.758,3.1137000000000015,137.48999999999998,4,7,17
CHEMBL2349469,CN1C(=O)[C@]2(CC(C)(C)Cc3ccc(-c4cccnc4F)cc32)N=C1N,30.0,nM,7.52,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0EB0>,352.41300000000007,2.8421000000000003,71.58,1,4,1
CHEMBL2349608,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4ccns4)cc32)N=C1N,501.0,nM,6.3,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0F20>,342.4240000000001,2.3532,80.81,1,6,1
CHEMBL2349607,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncnc4)cc32)N=C1N,151.0,nM,6.82,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D0F90>,337.3830000000001,1.6866999999999999,93.7,1,6,1
CHEMBL2349499,CC(C)COc1ccc2c(c1)C1(CC(C)(C)O2)N=C(N)N(C)C1=O,431.0,nM,6.37,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1000>,331.41600000000005,2.2645,77.15,1,5,3
CHEMBL2349494,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccc(C(F)(F)F)c4)cc32)N=C1N,74.0,nM,7.13,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1070>,403.40400000000005,3.9155000000000033,67.92,1,4,1
CHEMBL4535964,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCSC(N)=N1,3.2,nM,8.49,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D10E0>,369.4250000000002,3.0114800000000006,104.16,2,6,3
CHEMBL2011496,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2.Cl,4900.0,nM,5.31,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1150>,664.165,11.250999999999985,49.84,2,4,11
CHEMBL4563915,C[C@@]1(c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)CCSC(N)=N1,7.2,nM,8.14,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D11C0>,395.41000000000014,3.4724000000000013,93.26,2,6,4
CHEMBL4568202,C[C@@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)CCSC(N)=N1,1.8,nM,8.74,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1230>,393.41900000000015,2.8406000000000002,102.49,2,7,5
CHEMBL2177485,C[C@H]1C[C@]2(CCN1Cc1ccccc1)CNS(=O)(=O)N2c1cccc(F)c1,20900.0,nM,4.68,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D12A0>,389.49600000000015,2.9034000000000013,52.650000000000006,1,3,3
CHEMBL3654229,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccn(C4CC4)n3)C[C@H]2CS1,444.0,nM,6.35,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1310>,390.4590000000002,3.530800000000003,65.43,1,5,3
CHEMBL6049263,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CC4(CCC4)OC(N)=N3)c2)cn1,10.5,nM,7.98,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1380>,399.4260000000002,2.7495000000000003,111.72,2,7,4
CHEMBL6000519,CC1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CC2(CCC2)OC(N)=N1,366.0,nM,6.44,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D13F0>,386.40200000000027,3.485000000000001,89.6,2,5,3
CHEMBL3673204,COC[C@@H](C)NCc1ccc(F)c([C@]23CO[C@@H](c4cnn(C)c4)C[C@H]2CSC(N)=N3)c1,36.0,nM,7.44,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1460>,447.58000000000015,2.7183,86.69,2,7,7
CHEMBL3673208,COC1CCC2(CC1)Cc1ccc(-c3cccc(OC(F)(F)F)c3)cc1C21N=C(N)N2CCON=C21,2.19,nM,8.66,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D14D0>,500.52100000000024,4.5530000000000035,81.67,1,7,3
CHEMBL3672718,CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,79.0,nM,7.1,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1540>,358.4200000000002,4.075280000000003,74.53,1,4,1
CHEMBL6011189,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)CC(C)(C)OC(N)N2)c1,90.2,nM,7.04,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D15B0>,433.43400000000014,3.1443000000000003,113.06,3,6,4
CHEMBL5809357,C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CC2(CCOCC2)OC(N)=N1,112.0,nM,6.95,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1620>,416.42800000000034,3.1115000000000004,98.83,2,6,3
CHEMBL5977856,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CC2(CCC2)OC(N)=N1,107.0,nM,6.97,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1690>,402.8570000000003,3.9993000000000025,89.6,2,5,3
CHEMBL5835791,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CC2(CCOCC2)SC(N)=N1,1560.0,nM,5.81,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1700>,448.95100000000036,4.342400000000003,89.6,2,6,3
CHEMBL137319,CCCC[C@H](NC(C)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1cccc(C(=O)O)c1)C(C)C,1400.0,nM,5.85,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1770>,633.7870000000003,1.6233000000000049,203.03,7,7,19
CHEMBL3216779,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2.Cl.Cl.Cl.Cl,6600.0,nM,5.18,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D17E0>,801.6020000000001,13.29659999999997,49.84,2,4,13
CHEMBL216593,C[C@@H](NC(=O)c1cc(C2=NC(CO)(Cc3ccccc3)CO2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,12500.0,nM,4.9,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1850>,539.6290000000002,3.4631000000000025,108.29999999999998,2,6,9
CHEMBL501338,CCn1ccc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(C(F)(F)F)c3)cc21,23.0,nM,7.64,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D18C0>,592.6620000000004,5.298600000000005,86.60000000000001,3,4,11
CHEMBL501958,CCc1ccnc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(C(F)(F)F)c3)cc12,210.0,nM,6.68,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1930>,604.6730000000002,5.434600000000006,94.56,3,5,11
CHEMBL381919,O=C(Nc1cc(Br)ccc1N1CCNCC1)c1cc2ccccc2oc1=O.O=C(O)C(F)(F)F,670.0,nM,6.17,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D19A0>,542.3080000000003,3.8507000000000016,111.88000000000001,3,6,3
CHEMBL3901213,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnccn3)cs2)CO1,647.0,nM,6.19,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1A10>,390.4940000000001,1.8672,115.38000000000001,2,9,3
CHEMBL3900921,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccncn3)cs2)CO1,575.0,nM,6.24,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1A80>,390.4940000000001,1.8672000000000002,115.38000000000001,2,9,3
CHEMBL263333,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C(C)C,40000.0,nM,4.4,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1AF0>,2140.381,-8.913999999999922,944.5100000000002,31,30,73
CHEMBL3973408,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OCF)cn3)cs2)CO1,68.0,nM,7.17,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1B60>,437.52200000000016,2.7780000000000014,111.72000000000001,2,9,5
CHEMBL3929412,Cc1nn(C)cc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,1990.0,nM,5.7,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1BD0>,406.53700000000015,2.11912,107.42,2,8,3
CHEMBL3893462,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnn(C)n3)cs2)CO1,134.0,nM,6.87,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1C40>,393.4980000000001,1.2057,120.31,2,9,3
CHEMBL3962126,COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c(C)c1,101.0,nM,7.0,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1CB0>,433.5590000000002,2.7892200000000003,111.72,2,9,4
CHEMBL3963139,Cc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c(C)o1,65.0,nM,7.19,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1D20>,407.52100000000013,2.6820400000000006,115.63,2,9,3
CHEMBL3901805,C[C@H](F)COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,372.0,nM,6.43,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1D90>,466.56400000000025,2.604,124.61,2,10,6
CHEMBL3967330,CN1C(=O)C2(N=C1N)c1cc(C#CC3CC3)ccc1CC21CCc2ccccc2CC1,72.5,nM,7.14,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1E00>,409.5330000000003,3.5516000000000023,58.69,1,3,0
CHEMBL4111184,COCCOc1ccc2c(c1)[C@]1(N=C(N)N(C)C1=O)C1(CCc3ccccc3CC1)C2,2134.0,nM,5.67,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1E70>,419.5250000000003,2.8153000000000006,77.15,1,5,4
CHEMBL2151141,CC#Cc1cncc(-c2csc([C@]3(C)CC(=O)N(C)C(=N)N3)c2)c1,13.0,nM,7.89,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1EE0>,338.436,2.78317,69.08,2,4,2
CHEMBL5766974,NC1=N[C@@]2(c3nc(NC(=O)c4cnc(OC(F)F)cn4)cs3)CO[C@@H](C(F)(F)F)C[C@H]2CO1,124.0,nM,6.91,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1F50>,494.40200000000016,2.2944000000000004,133.84,2,10,5
CHEMBL2181917,C[C@@H](O)C(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,3.2,nM,8.49,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D1FC0>,578.7790000000003,4.598800000000003,116.60000000000001,4,8,10
CHEMBL2180024,CC1=NC(c2ccc(F)cc2)(c2cccc(-c3cccnc3)c2)N=C1N,490.0,nM,6.31,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2030>,344.3930000000001,3.9205000000000023,63.629999999999995,1,4,3
CHEMBL201802,CN(c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(O)c2ccccc2)c1)S(C)(=O)=O,5900.0,nM,5.23,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D20A0>,537.6820000000002,2.6181,118.97,4,6,12
CHEMBL4062728,C[C@@]1(c2cc(CNC3(C(F)F)CC3)c(F)cc2F)CCSC(N)=N1,12.0,nM,7.92,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2110>,361.4080000000001,3.518900000000002,50.41,2,4,5
CHEMBL4088234,C[C@@H]1C[C@@](C)(c2cc(CNC3(C(F)(F)F)CC3)c(F)cc2F)N=C(N)S1,0.024,nM,10.62,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2180>,393.425,4.204600000000003,50.41,2,4,4
CHEMBL3693249,CC#Cc1cnn(-c2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c1,1210.0,nM,5.92,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D21F0>,360.3390000000001,2.576600000000001,65.43,1,4,3
CHEMBL3693252,NC1=N[C@@](c2cc(N3Cc4cc(Cl)cnc4C3=O)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,2185.0,nM,5.66,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2260>,422.7940000000001,3.2283000000000017,80.81,1,5,3
CHEMBL3634339,COc1cnc(C(=O)Nc2cc([C@@]3(C)N=C(N)CO[C@@H]3F)ccn2)cn1,3467.0,nM,5.46,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D22D0>,360.349,1.0306999999999995,124.61,2,8,4
CHEMBL3688726,Cc1cc(NC(=O)c2ncc(Cl)cc2F)cc([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1F,31.5,nM,7.5,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2340>,442.8000000000001,3.7677200000000006,89.60000000000001,2,5,4
CHEMBL3680882,Cc1cc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OC[C@@H]3F)c2)nn1C,760.0,nM,6.12,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D23B0>,363.36800000000005,2.01812,94.53,2,5,3
CHEMBL3653710,CC1=NC2(CCCc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,325.0,nM,6.49,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2420>,324.81500000000005,3.722800000000003,63.629999999999995,1,4,1
CHEMBL3657430,CC1=NC2(N=C1N)c1cc(-c3cncc(C(F)(F)F)c3)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,21.0,nM,7.68,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2490>,478.46500000000026,5.476200000000003,72.86,1,5,3
CHEMBL3657441,CC1=NC2(N=C1N)c1cc(Br)ccc1CC21CCC(C(F)(F)F)CC1,19300.0,nM,4.71,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2500>,414.26900000000023,4.728600000000004,50.739999999999995,1,3,0
CHEMBL3657445,CC1=NC2(N=C1N)c1cc(-c3cncc(Cl)c3)ccc1CC21CCC(C(F)F)CC1,748.0,nM,6.13,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2570>,428.91400000000027,5.384300000000004,63.629999999999995,1,4,2
CHEMBL3972810,CCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(Cl)c3)cc1C21N=C(C)C(N)=N1,25.0,nM,7.6,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D25E0>,422.9600000000002,4.9081000000000055,72.86,1,5,3
CHEMBL3683825,Cc1c(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc2ccc(Cl)cn12,126.0,nM,6.9,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2650>,463.84700000000015,3.8813200000000014,94.01,2,5,4
CHEMBL3683847,Cc1cc(C#N)cnc1C(=O)Nc1cc(Cl)c(F)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,50.6,nM,7.3,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D26C0>,431.8300000000002,3.2047000000000017,113.39,2,6,4
CHEMBL3683863,N#Cc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)nc1,12050.0,nM,4.92,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2730>,419.3380000000001,2.6775800000000007,113.39,2,6,4
CHEMBL3683869,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)[C@H]2C[C@H]2O1,21.1,nM,7.68,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D27A0>,392.79300000000006,3.0246000000000013,89.6,2,5,4
CHEMBL3688752,C[C@]1(c2nc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)O[C@@H]2C[C@@H]21,242.5,nM,6.62,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2810>,375.79100000000017,2.4699999999999998,102.49000000000001,2,6,3
CHEMBL3670917,CC1(C)OCC(N)=N[C@](C)(c2cc(NC3COc4cc(Cl)cnc43)ccc2F)C1(F)F,40.0,nM,7.4,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2880>,454.88000000000005,4.436200000000003,81.76,2,6,3
CHEMBL3670364,C[C@@]1(c2cccc(NC(=O)c3ncc(OCC(F)(F)F)nc3N)n2)CO[C@@](C)(C(F)(F)F)C(N)=N1,1200.0,nM,5.92,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D28F0>,507.39500000000015,2.5708,150.63,3,9,5
CHEMBL3670377,C[C@@]1(c2cc(NC(=O)c3ncc(OC(F)F)cc3Cl)ncc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,410.0,nM,6.39,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2960>,511.8100000000002,4.046400000000001,111.72,2,7,5
CHEMBL3703209,NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OC1(CCC1)C21COC1,1560.0,nM,5.81,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D29D0>,364.40500000000026,2.0155000000000003,91.85000000000001,1,7,1
CHEMBL3691369,NC1=N[C@@]2(c3ccc(Cl)cc3F)COCC[C@H]2CS1,10200.0,nM,4.99,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2A40>,300.78599999999994,2.772400000000001,47.61,1,4,1
CHEMBL3695737,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1Oc1c(F)cc(-c3ccnc(F)c3)cc12,0.2,nM,9.7,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2AB0>,487.4410000000002,4.363900000000002,93.7,1,6,2
CHEMBL3765050,O=C(/C=C(O)/C=C/c1ccc(OCc2cc(F)cc(F)c2)cc1)/C=C/c1ccc(OCc2cc(F)cc(F)c2)cc1,390.0,nM,6.41,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2B20>,560.5430000000002,8.138600000000006,55.760000000000005,1,4,11
CHEMBL454662,COc1ccc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(OC)cc2)cc1,1650.0,nM,5.78,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2B90>,336.38700000000006,4.441400000000003,55.760000000000005,1,4,7
CHEMBL4465534,C[C@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)SCC12CCS(=O)(=O)CC2,3.8,nM,8.42,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2C00>,511.57600000000036,2.645500000000001,136.63,2,9,5
CHEMBL4443968,C[C@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)SCC12CCC(F)(F)CC2,4.3,nM,8.37,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2C70>,497.5180000000003,4.646200000000003,102.49,2,7,5
CHEMBL1760732,CC(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cccc(Br)c3)[C@@H]2O)c1,760.0,nM,6.12,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2CE0>,466.4410000000001,3.6789000000000023,66.4,2,4,6
CHEMBL1760734,CCCOCc1cccc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(C(C)C)c3)[C@H]2O)c1,1100.0,nM,5.96,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2D50>,459.6520000000001,3.8430000000000026,75.63000000000001,2,5,10
CHEMBL3910646,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)OCC[C@H]2CS1,160.0,nM,6.8,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2DC0>,438.43100000000015,3.3252000000000024,98.83,2,7,5
CHEMBL3752467,c1ccc2oc(CNCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,1350.0,nM,5.87,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2E30>,441.6190000000002,7.012000000000007,50.09,2,4,11
CHEMBL3753957,COc1cccc2cc(CN(CCCCCCNc3c4c(nc5ccccc35)CCCC4)Cc3cc4cccc(OC)c4o3)oc12,190.0,nM,6.72,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2EA0>,617.7900000000003,9.297899999999998,72.9,1,7,14
CHEMBL2349465,CC1(C)Cc2ccc(-c3cccnc3F)cc2C2(COC(N)=N2)C1,1908.0,nM,5.72,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2F10>,325.38700000000006,3.4003000000000005,60.5,1,4,1
CHEMBL2349473,CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cc(F)cc(Cl)c4)cc32)N=C1N,24.0,nM,7.62,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2F80>,385.87000000000006,4.100500000000004,58.69,1,3,1
CHEMBL2012070,CC#Cc1cncc(-c2cccc([C@@]3(C4CC4)NC(=N)N(C)C3=O)c2)c1,82.0,nM,7.09,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D2FF0>,344.418,2.7216700000000005,69.08000000000001,2,3,3
CHEMBL597277,CCc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(CC)n1,29.99,nM,7.52,<rdkit.Chem.rdchem.Mol object at 0x000001D5A45D3060>,400.4860000000002,2.6937000000000006,97.36,1,6,5
